KEY	SRR1554537	SRR1554538	SRR1554568	SRR1554535	SRR1554536	SRR1554539
100506551	19	20	5	44	7	50
100506555	65	80	28	43	6	47
100506564	8	4	16	0	2	11
100506571	6	19	10	20	2	13
100506581	130	100	50	119	100	197
100506585	60	84	23	11	14	7
100506599	945	554	253	270	42	228
100506603	335	390	428	304	87	223
100506606	135	218	118	26	16	47
100506621	33	102	46	149	77	156
100506622	2	6	0	5	6	8
100506627	122	48	54	32	0	71
100506637	60	76	30	177	86	136
100506639	459	804	593	103	48	146
100506649	159	237	213	108	54	74
100506650	0	0	0	0	0	0
100506655	27	49	15	19	0	14
100506658	26	14	42	46	40	16
100506660	89	138	78	5	2	2
100506668	1406	1766	911	618	161	592
100506674	58	86	105	471	92	640
100506675	0	0	1	2	6	0
100506677	0	3	0	2	0	4
100506679	335	437	216	74	17	105
100506680	17	58	43	16	2	8
100506681	7	4	0	11	0	4
100506682	0	0	2	0	0	0
100506686	324	355	255	234	87	255
100506688	0	0	0	0	0	0
100506696	243	183	273	138	150	63
100506697	31	65	45	66	21	39
100506700	11	29	1	2	0	4
100506710	9205	10299	6947	4074	703	4526
100506713	90	103	76	129	74	66
100506714	1516	1168	1187	1160	213	987
100506724	0	6	6	0	2	0
100506725	12	29	7	1479	176	743
100506730	939	913	687	756	304	411
100506733	0	0	0	0	0	0
100506736	1	2	2	5	7	11
100506742	17	25	16	3	18	21
100506746	9	34	21	184	108	102
100506747	3	0	5	0	0	3
100506753	106	188	183	136	77	119
100506755	72	89	59	187	337	110
100506757	16	2	5	30	0	37
100506759	0	0	0	0	0	0
100506765	0	0	2	4	0	11
100506769	0	0	0	2	0	0
100506775	10	7	5	33	2	27
100506776	0	1	2	5	20	7
100506779	589	766	764	399	87	355
100506783	0	0	0	0	0	0
100506787	0	2	0	3	0	2
100506790	0	0	1	5	0	1
100506791	0	0	0	0	0	0
100506795	38	39	15	156	137	36
100506801	19	33	24	3	0	6
100506804	42	43	38	30	8	18
100506810	2	4	19	4	3	2
100506826	124	110	133	48	16	54
100506827	8	8	22	49	20	4
100506834	55	92	89	42	12	65
100506835	13	14	7	35	12	51
100506840	11	22	17	17	1	20
100506844	109	105	134	235	103	132
100506858	0	1	3	0	0	0
100506860	3	4	9	4	4	0
100506866	152	89	81	21	5	25
100506869	0	3	0	0	0	2
100506874	38	15	19	11	20	20
100506881	75	107	43	120	101	150
100506888	0	0	0	0	0	0
100506895	80	99	75	10	0	19
100506898	482	570	566	399	103	179
100506907	30	10	21	1	0	2
100506915	0	7	0	0	0	0
100506922	289	294	261	244	96	203
100506930	2277	1873	1521	818	216	791
100506937	0	0	0	0	0	0
100506939	6	13	6	24	4	27
100506944	2	2	0	14	0	8
100506963	107	125	88	63	17	49
100506985	170	292	545	86	20	77
100506990	948	1254	633	1030	110	515
100506994	427	397	381	215	19	158
100507002	17	11	16	62	29	28
100507003	830	398	244	12	18	15
100507006	122	301	220	178	42	87
100507008	3	17	10	1865	487	999
100507012	4	1	2	22	9	4
100507027	3	2	3	2	12	1
100507032	413	608	333	342	36	382
100507034	422	565	349	166	38	202
100507043	947	1612	414	2664	224	2317
100507050	30	18	12	574	56	500
100507053	784	929	877	32	16	17
100507055	43	12	9	37	4	29
100507056	0	4	3	0	0	0
100507057	944	658	862	427	308	257
100507058	6	2	0	2	0	1
100507059	24	241	27	1	0	2
100507062	285	356	375	107	29	77
100507064	20	13	8	4	1	10
100507065	3	2	4	0	3	11
100507066	5	9	6	5	0	4
100507073	3	9	0	5	1	1
100507086	0	2	0	2	0	0
100507091	7	11	0	18	0	9
100507096	0	0	1	0	0	0
100507098	210	46	27	48	33	115
100507099	28	67	61	13	2	46
100507117	8	30	8	12	0	4
100507118	57	69	48	24	6	14
100507127	0	0	0	39	3	7
100507131	746	1665	449	346	121	261
100507135	12	18	33	14	14	17
100507140	0	0	0	95	13	53
100507143	0	0	0	0	0	0
100507144	1	0	0	0	2	0
100507156	29	35	13	32	4	37
100507163	9	2	0	0	0	0
100507170	0	0	0	0	0	0
100507171	4140	5906	3244	1690	194	1743
100507173	348	524	346	15	3	50
100507175	5	7	24	5	4	7
100507178	116	157	76	32	8	30
100507194	37	123	114	35	14	39
100507195	0	3	5	0	1	0
100507201	0	0	0	0	0	0
100507203	0	0	3	4	0	7
100507205	0	0	0	0	0	0
100507206	793	898	1027	170	194	126
100507217	10763	12384	9892	4846	1860	2925
100507218	168	297	249	151	98	147
100507221	0	0	0	0	0	0
100507236	0	0	0	0	0	0
100507240	19	24	2	32	4	9
100507244	1	0	2	0	0	0
100507246	2695	2865	2733	577	156	468
100507250	7	19	19	14	11	8
100507254	0	3	5	8	0	5
100507257	62	196	124	473	90	434
100507266	261	373	262	113	22	107
100507267	0	0	0	0	0	0
100507274	0	0	0	0	0	0
100507283	234	285	154	73	41	76
100507290	2612	2304	2472	2053	348	1652
100507291	224	317	167	100	27	107
100507297	424	546	591	227	72	116
100507299	21	34	20	5	4	11
100507300	90	72	62	18	0	23
100507303	764	639	568	190	287	130
100507308	0	0	6	2	3	16
100507316	162	156	143	192	103	92
100507321	2530	2953	2034	1182	277	1954
100507331	96	96	99	36	12	33
100507334	0	0	2	0	0	4
100507341	626	952	529	199	16	271
100507346	18	34	19	3	3	9
100507347	47	45	54	23	26	10
100507351	5	149	17	269	184	648
100507362	0	0	0	0	0	0
100507373	1118	1206	722	210	94	188
100507377	0	0	0	13	0	8
100507381	8	14	0	3	0	2
100507384	0	0	0	0	0	0
100507387	140	36	22	498	89	595
100507388	0	0	0	0	0	0
100507389	0	0	0	0	0	0
100507391	1	2	0	1	0	0
100507392	15	27	13	46	22	13
100507398	198	245	184	74	26	58
100507399	0	1	0	0	5	19
100507401	26	24	53	23	7	10
100507404	14	32	12	0	0	0
100507406	0	0	0	0	0	0
100507410	0	0	0	0	7	3
100507412	0	0	0	0	0	0
100507419	365	444	320	297	62	190
100507420	10	25	4	113	18	168
100507421	17687	23665	13354	5793	760	15033
100507423	40	80	59	53	4	29
100507424	70	96	76	30	10	19
100507428	0	0	1	0	0	0
100507431	2	6	2	8	5	14
100507433	2466	1932	1841	266	94	248
100507435	0	0	0	0	0	0
100507436	0	0	0	0	0	0
100507437	378	429	435	182	47	132
100507443	0	1	0	0	0	0
100507458	808	922	837	462	148	379
100507459	952	964	742	235	122	173
100507462	69	135	96	49	18	29
100507463	0	0	0	0	0	0
100507466	9	25	10	82	49	77
100507468	7	23	30	14	5	10
100507470	37	38	14	12	0	27
100507472	18	64	11	76	2	82
100507475	15	7	12	8	15	11
100507477	0	2	0	2	0	4
100507487	82	105	136	56	27	25
100507489	103	81	38	52	7	45
100507495	439	490	331	177	48	177
100507500	3	8	2	1	6	1
100507501	73	89	43	81	25	43
100507506	9	20	10	15	13	16
100507507	0	0	0	0	0	0
100507524	255	427	126	1086	792	470
100507527	0	0	0	0	0	0
100507528	0	0	0	0	0	0
100507530	681	380	370	205	81	424
100507533	283	445	424	374	382	147
100507534	8	21	5	422	44	720
100507537	1	3	4	2	1	0
100507540	1	0	3	0	2	0
100507547	0	0	0	12	0	0
100507557	173	231	164	305	105	302
100507564	42	36	32	27	14	30
100507567	84	96	62	117	38	55
100507577	716	1142	766	681	110	376
100507582	21	20	11	106	13	99
100507584	0	0	0	4	0	4
100507588	46	28	44	804	154	953
100507589	20	55	23	31	12	45
100507600	0	0	0	0	0	0
100507602	991	749	836	439	98	211
100507605	0	0	0	0	0	5
100507607	61	86	69	12	3	4
100507608	0	0	0	0	0	0
100507629	7	8	10	1	5	0
100507632	0	12	2	0	0	0
100507633	10	13	14	19	24	6
100507634	55	60	58	55	13	34
100507639	1	3	10	0	2	3
100507642	0	0	0	0	0	0
100507650	58	60	68	45	11	20
100507651	0	0	0	0	0	0
100507661	64	335	414	14	3	16
100507674	16	19	14	1	0	0
100507679	0	0	0	0	0	0
100507747	0	0	0	2	2	2
100508046	0	0	0	0	0	0
100508120	118	165	130	114	45	110
100509620	12	24	2	0	0	2
100509894	398	648	591	279	122	396
10051	13532	15038	18066	608	177	723
100510707	0	0	0	0	0	0
10052	20645	23000	16323	769	790	714
100526648	0	0	0	0	0	0
100526664	0	0	0	0	0	0
100526693	0	0	0	0	0	0
100526694	0	0	0	0	0	0
100526737	0	0	0	0	0	0
100526739	0	0	0	0	0	0
100526740	0	0	0	0	0	0
100526760	0	0	0	0	0	0
100526761	0	0	0	0	0	0
100526767	11	17	5	3	0	9
100526771	0	0	0	0	0	0
100526772	0	0	0	0	0	0
100526773	8	5	5	4	0	1
100526783	0	0	0	0	0	0
100526794	0	0	0	0	0	0
100526820	0	0	0	0	0	0
100526825	0	0	0	0	0	0
100526830	203	171	121	10	4	10
100526831	0	0	0	0	0	0
100526832	0	0	0	0	0	0
100526833	2237	2451	2297	810	215	711
100526835	5	15	1	7	6	6
100526836	0	0	0	0	0	0
100526837	0	0	0	0	0	0
100526842	0	0	0	0	0	0
100527943	0	0	0	0	0	0
100527949	0	0	0	0	0	0
100527950	15	38	10	6	2	9
100527960	6	1	8	24	10	12
100527963	0	0	0	0	0	0
100527964	1381	1122	1194	189	86	160
100527978	53	80	47	45	18	32
100528007	0	0	0	0	0	0
100528016	0	0	0	0	0	0
100528017	0	0	0	0	0	0
100528018	1	1	0	0	0	1
100528019	0	0	0	0	0	2
100528021	0	0	0	0	0	0
100528022	0	0	0	0	0	0
100528030	0	0	0	0	0	0
100528031	0	0	0	0	0	0
100528032	1	1	6	11	3	7
100528062	360	500	253	115	42	139
100528064	0	0	0	0	0	0
100529063	0	0	0	0	0	0
100529067	0	0	0	0	0	0
100529097	0	0	0	0	0	0
100529144	0	0	0	0	0	0
100529145	151	164	130	15	3	13
100529207	0	0	0	1	0	0
100529209	21	33	21	1	3	4
100529211	4	4	6	1	2	2
100529215	36	42	33	10	2	10
100529239	0	0	0	0	0	0
100529240	0	0	0	0	0	0
100529241	0	0	0	0	0	0
100529251	0	0	0	0	0	0
100529257	0	0	0	0	0	0
100529261	0	0	0	0	0	0
100529262	0	0	0	0	0	0
100529264	0	0	0	0	0	0
100529855	96	138	121	23	15	16
10053	0	1	4	29	0	20
100532724	304	305	379	262	50	142
100532726	0	0	0	0	0	0
100532731	0	0	0	0	0	0
100532732	0	0	0	0	0	0
100532735	0	0	0	0	0	0
100532736	0	0	0	0	0	0
100532737	0	0	0	0	0	0
100532742	0	0	0	2	3	3
100532746	0	0	0	0	0	0
100533105	16	16	19	4	0	8
100533106	27	49	55	6	4	6
100533107	0	0	0	0	0	0
100533111	6	3	10	0	0	0
100533177	0	0	0	0	0	0
100533178	0	0	0	0	0	0
100533179	11	3	5	4	0	0
100533181	0	0	0	0	0	0
100533182	87	140	90	59	31	19
100533183	48	50	49	47	17	42
100533184	9	23	6	9	2	2
100533195	0	6	0	0	0	0
100533464	0	0	0	0	0	0
100533467	0	0	0	0	0	0
100533483	0	0	0	0	0	0
100533496	0	0	0	0	0	0
100533789	0	0	0	0	0	0
100533952	0	0	0	0	0	0
100533955	11	18	6	2	2	4
100533970	405	447	302	214	50	178
100533975	0	0	0	0	0	0
100533990	5	2	0	0	0	2
100533997	0	0	0	0	0	0
100534012	0	0	0	0	0	0
100534589	0	0	0	0	0	0
100534592	0	0	0	0	0	0
100534593	292	320	304	97	13	122
100534595	0	0	0	0	0	0
100534599	0	0	0	0	0	0
100534611	1	1	1	0	0	1
100534612	5	6	10	0	0	1
10054	7467	8556	7652	4147	1348	3686
10055	8218	9155	6176	5562	1216	5585
100551499	0	5	4	3	1	6
10056	8573	8755	6295	6855	767	5519
10057	12428	14229	11139	8124	1235	9303
10058	6489	5748	5028	3983	710	2835
10059	20674	24280	22561	18097	1924	19966
1006	3302	2288	476	2827	226	5861
10060	978	1903	767	1342	848	826
10061	4788	4252	3823	3716	805	3550
100616109	0	0	0	0	0	0
100616110	0	2	2	1	0	0
100616111	0	0	0	0	0	0
100616112	4	3	4	0	0	1
100616113	0	0	0	0	0	0
100616114	6	6	5	1	0	1
100616115	2	2	1	0	0	1
100616116	3	3	5	3	0	0
100616117	2	13	12	1	0	0
100616118	0	0	0	0	0	0
100616119	0	0	0	0	0	0
100616120	0	0	0	0	0	0
100616121	1	1	1	1	0	0
100616122	0	0	0	0	0	0
100616123	0	0	0	0	0	0
100616124	0	0	0	0	0	0
100616125	0	0	0	0	0	0
100616126	0	0	0	5	1	3
100616127	0	0	0	1	0	0
100616128	0	0	0	0	0	0
100616129	0	0	0	0	0	0
100616130	0	1	0	0	0	0
100616131	0	0	0	0	0	0
100616132	2	8	4	0	0	0
100616133	0	0	0	0	0	0
100616134	0	0	0	0	0	0
100616135	0	0	0	0	0	0
100616136	0	0	0	0	0	0
100616137	0	0	0	0	0	0
100616138	0	0	0	0	0	0
100616139	0	0	0	0	0	0
100616140	0	0	0	0	0	0
100616141	0	2	0	1	0	0
100616142	0	0	0	0	0	0
100616143	0	0	0	0	0	0
100616144	1	9	6	2	0	1
100616145	0	0	0	0	0	0
100616146	10	17	4	22	0	1
100616147	0	0	0	0	0	0
100616148	0	0	0	0	0	0
100616149	4	12	2	1	0	5
100616150	40	59	27	8	3	28
100616151	0	1	0	0	0	0
100616152	3	1	0	0	0	0
100616153	0	0	0	0	0	0
100616154	0	0	0	0	0	0
100616155	0	0	0	0	0	0
100616156	77	65	85	1	2	16
100616157	0	0	0	0	0	1
100616158	0	1	0	0	0	1
100616159	0	0	0	0	0	0
100616160	0	0	0	0	0	2
100616161	0	0	0	0	0	0
100616162	0	0	0	0	0	0
100616163	0	0	0	1	0	0
100616164	1	0	2	0	0	1
100616165	0	0	1	2	1	1
100616166	0	0	0	0	0	0
100616167	0	0	0	0	0	0
100616168	0	6	1	2	1	7
100616169	0	1	3	2	0	0
100616170	0	0	0	0	0	0
100616171	0	0	0	0	0	0
100616172	0	0	0	3	0	2
100616173	0	0	0	0	0	0
100616174	0	0	0	0	0	0
100616175	0	0	0	0	0	0
100616176	0	0	0	0	0	0
100616177	0	2	1	0	0	0
100616178	1	0	2	0	0	0
100616179	0	2	0	0	0	0
100616180	0	0	0	0	0	0
100616181	0	2	2	0	0	0
100616182	15	9	0	1	0	2
100616183	6	4	3	0	0	0
100616184	1	0	0	0	0	0
100616185	0	0	0	0	0	0
100616186	0	0	0	0	0	0
100616187	0	0	0	1	0	0
100616188	0	0	0	0	0	0
100616189	0	0	0	0	0	1
100616190	0	5	0	0	0	0
100616191	0	0	0	0	0	0
100616192	0	0	0	0	0	0
100616193	0	0	0	0	0	0
100616194	60	226	141	61	60	45
100616195	0	0	1	0	0	0
100616196	3	1	1	5	1	1
100616201	0	1	2	0	0	1
100616202	0	0	0	0	0	0
100616203	0	0	0	0	0	0
100616204	0	2	0	0	0	0
100616205	0	0	0	0	0	0
100616206	0	0	0	0	0	0
100616207	0	0	0	0	0	0
100616208	0	11	2	0	0	0
100616209	2	2	214	2	0	0
100616210	53	46	28	7	3	12
100616211	0	0	0	0	0	0
100616212	0	0	0	0	0	0
100616213	0	0	0	0	0	0
100616214	0	0	0	0	0	0
100616215	0	0	0	0	0	0
100616216	0	0	0	0	0	0
100616217	0	0	0	0	0	0
100616218	0	0	0	0	0	0
100616219	0	0	0	0	0	0
100616220	6	13	9	0	0	0
100616221	0	0	0	0	0	0
100616222	0	0	0	0	0	0
100616223	0	0	0	0	0	0
100616224	2	0	0	0	0	0
100616225	0	0	0	0	0	0
100616226	0	0	0	0	0	0
100616227	6	10	2	1	0	3
100616228	0	0	0	0	0	0
100616229	2	4	1	0	0	0
100616230	0	0	0	0	0	0
100616231	6	3	4	2	0	2
100616232	0	1	0	0	0	0
100616233	2	1	0	0	0	0
100616234	0	0	0	0	0	0
100616235	0	0	0	0	0	0
100616236	0	0	0	0	0	0
100616237	0	0	0	0	0	0
100616238	0	0	0	0	0	0
100616239	0	1	0	1	0	1
100616240	0	1	0	0	0	0
100616241	1	0	0	0	0	0
100616242	0	0	0	0	1	0
100616243	0	0	0	0	0	0
100616244	0	0	0	0	0	0
100616245	0	0	0	0	0	0
100616246	0	0	0	0	0	0
100616247	2	3	0	0	0	0
100616248	0	0	0	0	0	0
100616249	1	2	0	5	3	0
100616250	0	1	0	5	1	10
100616251	0	0	0	0	0	0
100616252	0	0	0	0	0	0
100616253	0	2	0	0	0	0
100616254	0	1	0	2	0	0
100616255	0	0	0	0	0	0
100616256	0	0	0	0	0	0
100616257	0	0	1	0	0	1
100616258	0	2	2	0	0	0
100616259	8	4	25	8	1	5
100616260	1	0	0	0	2	0
100616261	0	0	1	0	0	0
100616262	3	13	9	1	1	1
100616263	0	0	0	0	0	0
100616264	0	0	0	0	0	0
100616265	0	0	0	0	0	0
100616266	3	0	0	0	1	0
100616267	0	0	0	0	0	0
100616268	0	0	0	0	0	0
100616269	3	7	2	0	1	1
100616270	6	3	2	0	0	0
100616271	0	2	0	0	0	0
100616272	3	3	1	0	0	0
100616273	0	0	0	0	0	0
100616274	0	0	0	0	0	0
100616275	0	0	1	0	0	0
100616276	0	0	0	0	0	0
100616277	0	0	0	0	0	0
100616278	0	0	0	0	0	0
100616279	0	0	0	0	0	0
100616280	0	0	0	0	0	0
100616281	0	0	0	0	0	0
100616282	8	1	2	2	0	0
100616283	9	7	5	0	0	0
100616284	5	5	4	6	2	4
100616285	5	4	2	4	4	2
100616286	0	0	0	0	0	0
100616287	0	0	0	0	0	0
100616288	0	0	0	0	0	0
100616289	0	0	0	0	0	0
100616290	0	0	2	0	0	0
100616291	0	0	0	0	0	0
100616292	0	0	0	0	0	0
100616293	0	0	0	0	0	0
100616294	8	7	6	18	4	11
100616295	2	0	0	0	0	0
100616296	0	0	0	0	0	0
100616297	0	0	0	0	0	0
100616298	0	0	0	0	0	0
100616299	0	1	0	0	0	0
100616300	0	0	0	0	0	1
100616301	3	2	5	1	1	0
100616302	0	0	0	0	0	0
100616303	0	0	0	0	0	0
100616304	1	0	0	0	0	0
100616305	0	0	0	0	0	0
100616306	3	10	5	10	0	4
100616307	0	0	0	0	0	0
100616308	9	21	7	2	0	7
100616309	0	0	0	0	0	0
100616310	0	0	0	0	0	0
100616311	0	0	0	0	1	0
100616312	0	0	0	0	0	2
100616313	0	2	1	0	0	0
100616314	20	19	26	18	9	7
100616315	0	1	0	0	0	0
100616316	0	0	0	0	0	0
100616317	1	1	0	0	0	10
100616318	0	0	0	0	0	0
100616319	0	4	0	0	0	0
100616320	0	1	0	0	0	0
100616321	0	0	0	0	0	0
100616322	1	0	0	2	2	1
100616323	4	6	23	2	0	6
100616324	0	0	0	0	0	0
100616325	0	0	0	0	0	1
100616326	0	0	0	0	0	0
100616327	4	3	0	1	0	0
100616328	0	2	2	1	0	0
100616329	0	0	0	0	0	0
100616330	0	0	0	0	0	0
100616331	0	0	0	0	0	0
100616332	0	0	2	0	0	0
100616333	0	0	0	0	0	0
100616334	0	0	0	0	0	0
100616335	0	0	0	0	0	0
100616336	0	0	0	0	0	0
100616337	0	0	1	0	0	0
100616338	0	1	0	0	0	0
100616339	0	0	0	0	0	0
100616340	0	0	0	0	0	0
100616341	0	1	0	0	0	0
100616342	0	2	1	0	1	0
100616343	0	0	0	0	0	0
100616344	0	0	0	0	0	0
100616345	1591	2075	1534	993	438	695
100616346	1	1	1	0	0	0
100616347	0	0	0	0	0	0
100616348	0	1	0	0	0	0
100616349	0	0	0	0	0	0
100616350	0	0	0	0	0	0
100616351	0	0	0	0	0	0
100616352	0	2	0	0	0	0
100616353	0	0	0	0	0	0
100616354	4	4	0	1	2	0
100616355	0	0	2	0	0	0
100616356	1	1	0	1	0	0
100616357	0	0	0	0	0	0
100616358	0	0	0	0	0	0
100616359	17	15	9	0	1	7
100616360	3	3	0	2	0	0
100616361	0	0	0	0	0	0
100616362	0	0	0	0	0	0
100616363	0	1	0	0	0	0
100616364	0	0	0	0	0	0
100616365	0	0	0	0	0	0
100616366	0	0	0	0	0	0
100616367	13	26	19	15	1	7
100616368	1	0	0	1	0	2
100616369	0	0	0	0	0	0
100616370	0	0	0	0	0	0
100616371	14	12	10	3	0	2
100616372	0	0	0	0	0	0
100616373	0	0	0	0	0	0
100616374	0	0	0	0	0	0
100616375	0	2	0	0	0	0
100616376	0	0	0	0	0	0
100616377	0	1	2	0	0	0
100616378	24	38	14	13	0	4
100616379	0	0	0	0	0	0
100616380	0	0	0	0	0	0
100616381	0	0	0	0	0	0
100616382	0	0	0	0	0	0
100616383	0	0	0	0	0	0
100616384	2	1	0	0	0	0
100616385	0	0	0	0	0	0
100616386	0	0	0	0	0	0
100616387	579	795	714	339	50	247
100616388	0	3	1	0	0	1
100616389	0	0	0	0	0	0
100616390	0	0	0	0	0	2
100616391	0	0	0	0	0	0
100616392	0	0	0	0	0	0
100616393	0	0	0	0	0	0
100616394	0	0	0	0	0	0
100616395	0	0	0	0	0	0
100616396	264	301	299	27	3	28
100616397	0	2	0	1	0	0
100616398	0	1	0	0	0	0
100616399	0	0	0	0	0	0
100616400	0	0	0	0	0	0
100616401	2	2	2	0	0	0
100616402	0	0	0	0	0	0
100616403	20	12	16	13	4	16
100616404	2	2	2	0	0	0
100616405	0	0	0	0	1	0
100616406	1	1	3	0	0	0
100616407	0	0	0	0	0	0
100616408	1805	2705	2439	834	170	683
100616409	0	0	0	0	0	0
100616410	0	0	0	0	0	0
100616413	2	2	0	0	0	0
100616414	2	1	3	0	0	1
100616415	0	0	1	0	0	0
100616416	0	0	0	0	0	0
100616417	1	12	8	4	3	6
100616418	0	0	0	0	0	0
100616419	0	0	0	0	0	0
100616420	0	4	1	1	1	0
100616421	0	0	0	3	0	0
100616422	0	0	0	0	0	0
100616423	0	0	0	0	0	0
100616424	0	0	0	0	0	0
100616425	0	1	1	0	0	0
100616426	0	0	0	0	0	0
100616427	0	0	0	0	0	0
100616428	1	5	5	0	0	0
100616429	0	0	5	0	0	1
100616430	0	0	0	0	0	0
100616431	0	0	0	0	0	0
100616432	0	1	2	0	0	0
100616433	0	0	0	0	0	0
100616434	0	0	1	0	0	0
100616435	4	10	0	1	2	11
100616436	3	3	1	3	1	1
100616437	1	0	0	0	0	0
100616438	0	0	0	0	0	0
100616439	0	0	0	0	0	0
100616440	0	0	1	3	0	0
100616441	2	4	2	0	0	0
100616447	0	0	0	0	0	0
100616448	0	0	0	0	0	0
100616449	0	0	0	0	0	0
100616450	0	0	0	0	0	0
100616451	0	0	0	0	0	0
100616452	64	107	61	0	0	1
100616453	0	0	0	0	0	0
100616454	0	0	0	0	0	0
100616455	0	0	0	0	0	0
100616456	0	0	0	0	0	0
100616457	0	0	0	0	0	0
100616458	0	0	0	0	0	0
100616459	0	0	0	0	0	0
100616460	0	0	0	0	0	0
100616463	0	0	0	0	0	0
100616464	0	0	0	0	0	0
100616465	5	7	4	3	0	0
100616466	0	0	0	0	0	0
100616467	0	0	0	0	0	0
100616468	4	2	2	3	0	0
100616469	0	0	0	0	0	0
100616470	1	0	0	0	1	0
100616471	0	1	0	0	0	0
100616472	0	0	0	0	0	0
100616473	0	0	0	0	0	0
100616474	0	0	0	0	0	0
100616475	0	0	0	0	0	0
100616476	0	0	0	0	0	0
100616477	0	0	0	0	0	0
100616478	0	0	0	0	0	0
100616479	0	2	0	1	1	1
100616480	7	4	24	4	0	2
100616481	0	0	0	0	0	0
100616482	3	5	1	1	0	0
100616483	0	0	0	0	0	0
100616484	1	0	0	0	0	1
100616485	0	0	0	0	0	0
100616486	0	0	1	0	0	0
100616487	86	109	107	14	5	16
100616488	4	8	1	1	0	0
100616489	0	1	0	0	0	1
100616490	0	2	0	1	0	0
100616491	0	0	0	0	0	0
100616492	0	0	0	0	0	0
100616493	3	3	2	0	0	1
100616494	0	2	0	3	0	0
100616495	0	0	0	0	0	0
100616498	0	0	0	0	0	0
100616499	0	0	0	0	0	0
100616500	0	0	0	0	0	0
100616530	5	2	5	12	5	6
100616668	214	426	249	441	88	377
10062	523	833	702	657	584	511
100628307	3	4	2	0	0	0
100628315	35	43	57	28	29	19
100628560	0	0	0	0	0	0
10063	235	372	246	476	133	318
100630918	617	348	329	422	87	257
100630923	0	0	0	0	0	0
100631378	129	222	140	22	13	15
100631383	0	0	0	0	0	0
100652730	12	2	0	5	0	0
100652736	62	81	58	84	27	45
100652739	14	14	5	6	10	17
100652740	3	1	2	6	0	2
100652748	548	760	717	242	69	251
100652749	0	0	0	0	0	0
100652758	49	18	84	98	34	46
100652759	24	29	28	12	0	8
100652768	138	170	91	60	30	64
100652770	2	4	2	0	0	0
100652772	3059	3612	2746	1227	341	995
100652777	0	0	0	0	0	0
100652781	72	51	107	3	0	3
100652791	25	63	34	2	0	0
100652807	6	6	1	3	2	4
100652824	91	100	60	143	27	275
100652833	0	0	0	0	0	0
100652846	43	49	29	10	4	14
100652853	51	57	49	21	35	46
100652856	0	0	0	0	0	0
100652857	2	0	0	6	0	0
100652865	136	196	206	65	9	40
100652871	0	0	0	0	0	0
100652883	32	45	18	44	0	54
100652901	79	188	86	11	4	29
100652909	1	2	2	1	0	0
100652929	8	10	35	1	1	0
100652931	0	0	0	0	0	0
100652988	2	10	0	2	2	4
100652997	0	0	0	18	0	24
100652999	7	19	4	0	0	5
100653133	0	0	2	0	0	0
100653233	3	3	4	3	1	5
100653515	29	87	23	10	6	11
10066	1997	2007	1786	1988	1065	947
10067	0	0	0	0	0	0
10068	1338	1808	1387	300	71	356
100689074	4	5	2	24	1	11
10069	441	633	393	1576	174	949
1007	479	154	15	1278	43	1957
10071	16	48	16	88	52	57
10072	2747	3318	2631	1100	314	1004
10073	2621	2646	1805	1679	374	1345
10075	47974	68551	36640	18408	3680	25065
100750225	6	0	1	0	0	0
100750246	11	20	22	15	5	12
100750247	0	2	1	1	0	2
100750325	0	0	0	0	0	0
100750326	23	43	20	17	6	22
10076	6945	7902	5771	3869	364	3179
10077	146	113	164	86	27	67
100775104	44	54	21	100	16	81
100775107	2889	3579	2750	230	50	386
10078	2079	2403	1563	1595	565	1205
10079	67438	88869	44552	33122	3138	58905
1008	3033	5922	1606	3886	583	4488
10081	2784	3468	2704	1880	428	1916
10082	1944	3491	2586	327	163	512
100820709	19	15	16	15	2	11
100820829	14	26	11	11	11	17
10083	55	59	161	785	113	281
10084	6504	6408	4268	3842	1038	2532
100846978	218	441	298	73	13	79
100846991	0	0	0	0	0	0
100846992	0	0	0	0	0	0
100846993	0	2	0	0	0	0
100846994	0	0	0	0	0	0
100846995	0	0	0	0	0	0
100846996	0	0	0	0	0	0
100846997	0	0	0	0	0	0
100846998	0	0	0	0	0	0
100846999	1032	1080	918	66	79	126
100847000	1	4	0	0	0	0
100847001	0	0	0	0	0	0
100847002	0	0	0	0	0	0
100847003	2	2	0	0	0	2
100847004	0	0	0	0	0	0
100847005	0	0	0	0	0	0
100847006	0	0	0	0	0	0
100847007	0	0	0	0	0	0
100847008	0	0	0	2	0	0
100847009	0	0	0	0	0	0
100847010	49	58	63	4	6	3
100847012	0	0	0	0	0	0
100847013	0	0	0	0	0	0
100847014	0	0	0	0	0	0
100847015	0	0	0	0	0	0
100847016	4	10	6	2	0	0
100847017	3	13	0	0	0	0
100847018	10	10	12	3	1	0
100847019	1	1	0	0	0	0
100847020	5	7	5	0	0	2
100847021	0	7	1	0	0	0
100847022	0	0	0	0	0	0
100847023	1	0	3	0	0	0
100847024	0	0	0	0	0	0
100847025	0	0	0	0	0	0
100847026	3	2	4	1	0	2
100847027	0	0	0	0	0	0
100847028	19	25	11	2	0	2
100847029	0	0	0	0	0	0
100847030	4	14	3	3	0	4
100847031	0	0	0	0	0	0
100847032	0	0	0	0	0	0
100847033	0	0	0	0	0	0
100847034	0	0	0	0	0	0
100847035	47	58	56	33	3	15
100847036	0	0	0	0	0	0
100847037	0	0	0	0	0	0
100847038	0	0	0	0	0	0
100847039	0	0	0	0	0	0
100847040	0	0	0	0	0	0
